name,gender,age,class,embarked,country,ticketno,fare,sibsp,parch,survived,PassengerId,Age Group,Fare Quartile,cabin,member_type,is_survived,port,bridge,is_survived2,diff
"Buckley, Mr. Daniel",male,21,3rd,Q,Ireland,330920,7.1517,0,0,yes,998,16-30,Minimum,No cabin found,Passenger,1,"Queenstown, England",No bridge found,0,1
"Bucknell, Mrs. Emma Eliza",female,58,1st,C,India,11813,76.051,0,0,yes,165,45-60,3,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Būlus, Master. Akar",male,7,3rd,C,Lebanon,2678,15.0411,1,1,no,166,0-15,2,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,1,1
"Būlus, Miss. Nūr al-'ayn",female,10,3rd,C,Lebanon,2678,15.0411,1,1,no,167,0-15,2,E33,Passenger,0,"Cherbourg, France",Bridge E,1,1
"Būlus, Mrs. Sultānah",female,40,3rd,C,Lebanon,2678,15.0411,0,2,no,168,31-45,2,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Burke, Mr. Jeremiah",male,19,3rd,Q,Ireland,365222,6.15,0,0,no,144,16-30,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,0,0
"Burns, Miss. Elizabeth Margaret",female,41,1st,C,NA,16966,134.1,0,0,yes,338,31-45,3,E40,Passenger,1,"Cherbourg, France",Bridge E,1,0
"Burns, Miss. Mary Delia",female,17,3rd,Q,Ireland,330963,7.1707,0,0,no,958,16-30,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,1,1
"Buss, Miss. Kate",female,36,2nd,S,England,27849,13,0,0,yes,388,31-45,1,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Butler, Mr. Reginald Fenton",male,26,2nd,S,England,234686,13,0,0,no,667,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Butrus-Ka'wī, Mr. Tannūs",male,21,3rd,C,Lebanon,2648,7.0407,0,0,no,174,16-30,Minimum,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Butt, Major. Archibald Willingham",male,46,1st,S,United States,113050,26.11,0,0,no,537,45-60,2,B38,Passenger,0,"Southampton, England",Bridge B,0,0
"Byles, Fr. Thomas Roussel Davids",male,42,2nd,S,England,244310,13,0,0,no,176,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Byström, Mrs. Karolina",female,40,2nd,S,United States,236852,13,0,0,yes,177,31-45,1,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Cacic, Miss. Manda",female,21,3rd,S,Croatia (Modern),315087,8.1303,0,0,no,929,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,1,1
"Cacic, Miss. Marija",female,30,3rd,S,Croatia (Modern),315084,8.1303,0,0,no,535,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Cacic, Mr. Jego Grga",male,18,3rd,S,Croatia (Modern),315091,8.1303,0,0,no,1202,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Cacic, Mr. Luka",male,38,3rd,S,Croatia (Modern),315089,8.1303,0,0,no,472,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Cairns, Mr. Alexander Milne",male,28,1st,S,Scotland,113798,31,0,0,no,182,16-30,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Calderhead, Mr. Edward Pennington",male,42,1st,S,United States,17476,26.0509,0,0,yes,708,31-45,2,E24,Passenger,1,"Southampton, England",Bridge E,1,0
"Caldwell, Master. Alden Gates",male,0.8333333333,2nd,S,Siam,248738,29,0,2,yes,79,0-15,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Caldwell, Mr. Albert Francis",male,26,2nd,S,Siam,248738,29,1,1,yes,899,16-30,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Caldwell, Mrs. Sylvia Mae",female,28,2nd,S,United States,248738,29,1,1,yes,186,16-30,2,A32,Passenger,1,"Southampton, England",Bridge A,0,1
"Calic, Mr. Jovo",male,17,3rd,S,Croatia (Modern),315093,8.1303,0,0,no,164,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Calic, Mr. Petar",male,17,3rd,S,Croatia (Modern),315086,8.1303,0,0,no,501,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Cameron, Miss. Clear Annie",female,35,2nd,S,England,13528,21,0,0,yes,212,31-45,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Campbell, Mr. William Henry",male,21,2nd,B,Northern Ireland,239853,,0,0,no,190,16-30,#N/A,No cabin found,Passenger,0,Boarded elswhere,No bridge found,0,0
"Canavan, Miss. Mary",female,22,3rd,Q,Ireland,364846,7.15,0,0,no,502,16-30,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,0,0
"Canavan, Mr. Patrick",male,21,3rd,Q,Ireland,364858,7.15,0,0,no,1280,16-30,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,0,0
"Candee, Mrs. Helen Churchill",female,52,1st,C,United States,17606,27.0811,0,0,yes,193,45-60,2,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,1,0
"Cann, Mr. Ernest",male,29,3rd,S,England,2152,8.01,0,0,no,194,31-45,1,F2,Passenger,0,"Southampton, England",Bridge F,1,1
"Caram, Mr. Joseph",male,28,3rd,C,Canada,2689,14.0902,1,0,no,1258,16-30,2,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Caram, Mrs. Maria Elias",female,18,3rd,C,Lebanon,2689,14.0902,1,0,no,196,16-30,2,B80,Passenger,0,"Cherbourg, France",Bridge B,1,1
"Carbines, Mr. William",male,19,2nd,S,England,28424,13,0,0,no,192,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Cardeza, Mrs. Charlotte Wardle",female,58,1st,C,United States,17755,512.0607,0,1,yes,198,45-60,4,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Cardeza, Mr. Thomas Drake Martinez",male,36,1st,C,United States,17755,512.0607,0,1,yes,680,31-45,4,B51 B53 B55,Passenger,1,"Cherbourg, France",Bridge B,1,0
"Carlsson, Mr. August Sigfrid",male,28,3rd,S,Sweden,350042,7.1511,0,0,no,757,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Carlsson, Mr. Carl Robert",male,24,3rd,S,Sweden,350409,7.1701,0,0,no,1027,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Carlsson, Mr. Frans Olof",male,33,1st,S,United States,695,5,0,0,no,873,31-45,Minimum,B51 B53 B55,Passenger,0,"Southampton, England",Bridge B,0,0
"Carraú-Esteves, Mr. José Pedro",male,17,1st,S,Uruguay,113059,47.02,0,0,no,203,16-30,3,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Carrau, Mr. Francisco Mauro Severiano",male,27,1st,S,Uruguay,113059,47.02,0,0,no,204,16-30,3,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Carr, Miss. Jane",female,45,3rd,Q,Ireland,368364,7.15,0,0,no,205,45-60,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,1,1
"Carter, Fr. Ernest Courtenay",male,54,2nd,S,England,244252,26,1,0,no,206,45-60,2,G6,Passenger,0,"Southampton, England",Bridge G,0,0
"Carter, Master. William Thornton II",male,11,1st,S,United States,113760,120,1,2,yes,803,0-15,3,B96 B98,Passenger,1,"Southampton, England",Bridge B,1,0
"Carter, Miss. Lucile Polk",female,13,1st,S,United States,113760,120,1,2,yes,436,0-15,3,B96 B98,Passenger,1,"Southampton, England",Bridge B,1,0
"Carter, Mrs. Lilian",female,45,2nd,S,England,244252,26,1,0,no,209,45-60,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,1,1
"Carter, Mrs. Lucile",female,36,1st,S,United States,113760,120,1,2,yes,210,31-45,3,A31,Passenger,1,"Southampton, England",Bridge A,1,0
"Carter, Mr. William Ernest",male,36,1st,S,United States,113760,120,1,2,yes,391,31-45,3,B96 B98,Passenger,1,"Southampton, England",Bridge B,1,0
"Carver, Mr. Alfred John",male,28,3rd,S,England,370160,7.05,0,0,no,1015,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Case, Mr. Howard Brown",male,49,1st,S,United States,19924,26,0,0,no,974,45-60,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Cassebeer, Mrs. Eleanor Genevieve",female,36,1st,C,United States,17770,27.1405,0,0,yes,214,31-45,2,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Cavendish, Mrs. Julia Florence",female,25,1st,S,United States,19877,78.17,1,0,yes,215,16-30,3,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Cavendish, Mr. Tyrell William",male,36,1st,S,England,19877,78.17,1,0,no,742,31-45,3,C46,Passenger,0,"Southampton, England",Bridge C,0,0
"Celotti, Mr. Francesco",male,24,3rd,S,NA,343275,8.01,0,0,no,90,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Chaffee, Mr. Herbert Fuller",male,46,1st,S,United States,5734,61.0306,1,0,no,93,45-60,3,E31,Passenger,0,"Southampton, England",Bridge E,0,0
"Chaffee, Mrs. Carrie Constance",female,47,1st,S,United States,5734,61.0306,1,0,yes,219,45-60,3,D15,Passenger,1,"Southampton, England",Bridge D,1,0
"Chambers, Mr. Norman Campbell",male,27,1st,S,United States,113806,53.02,1,0,yes,725,16-30,3,E8,Passenger,1,"Southampton, England",Bridge E,1,0
"Chambers, Mrs. Bertha",female,32,1st,S,United States,113806,53.02,1,0,yes,221,31-45,3,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Chapman, Mr. Charles Henry",male,52,2nd,S,United States,248731,13.1,0,0,no,696,45-60,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Chapman, Mr. John Henry",male,37,2nd,S,England,29037,26,1,0,no,595,31-45,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Chapman, Mrs. Sara Elizabeth",female,29,2nd,S,England,29037,26,1,0,no,224,31-45,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Charters, Mr. David",male,20,3rd,Q,Ireland,13032,7.1408,0,0,no,422,16-30,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,0,0
"Chaudanson, Miss. Victorine",female,36,1st,C,NA,17608,262.0706,0,0,yes,951,31-45,3,B61,Passenger,1,"Cherbourg, France",Bridge B,1,0
"Cherry, Miss. Gladys",female,30,1st,S,England,110152,86.1,0,0,yes,258,31-45,3,B77,Passenger,1,"Southampton, England",Bridge B,1,0
"Chevré, Mr. Paul Romaine Marie Léonce",male,45,1st,C,Belgium,17594,29.14,0,0,yes,228,45-60,2,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Chibnall, Mrs. Edith Martha Bowerman",female,48,1st,S,England,113505,55,0,1,yes,229,45-60,3,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Chip, Mr. Chang",male,32,3rd,S,NA,1601,56.0911,0,0,yes,839,31-45,3,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Chisholm, Mr. Roderick Robert Crispin",male,43,1st,B,Scotland,112051,,0,0,no,1158,31-45,#N/A,No cabin found,Passenger,0,Boarded elswhere,No bridge found,0,0
"Christmann, Mr. Emil",male,29,3rd,S,England,343276,8.01,0,0,no,91,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Christy, Miss. Rachel Juli Cohen",female,25,2nd,S,England,237789,30,1,1,yes,233,16-30,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Christy, Mrs. Alice Frances",female,52,2nd,S,England,237789,30,0,2,yes,234,45-60,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Chronopoulos, Mr. Apostolos M.",male,26,3rd,C,NA,2680,14.0901,1,0,no,235,16-30,1,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Chronopoulos, Mr. Dimitrios M.",male,21,3rd,C,NA,2680,14.0901,1,0,no,236,16-30,1,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Clarke, Mr. Charles Valentine",male,29,2nd,S,England,2003,26,1,0,no,1220,31-45,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Clarke, Mr. John Frederick Preston",male,28,2nd,S,England,250654,,NA,NA,no,238,16-30,#N/A,No cabin found,Passenger,0,"Southampton, England",No bridge found,1,1
"Clarke, Mrs. Ada Maria",female,28,2nd,S,England,2003,27,1,0,yes,239,16-30,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Clark, Mrs. Virginia Estelle",female,26,1st,C,United States,13508,136.1507,1,0,yes,240,16-30,3,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Clark, Mr. Walter Miller",male,27,1st,C,United States,13508,136.1507,1,0,no,1144,16-30,3,C89,Passenger,0,"Cherbourg, France",Bridge C,0,0
"Cleaver, Miss. Alice Catherine",female,22,1st,S,England,113781,151.16,0,0,yes,242,16-30,3,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Clifford, Mr. George Quincy",male,40,1st,S,United States,110465,52,0,0,no,476,31-45,3,A14,Passenger,0,"Southampton, England",Bridge A,0,0
"Coelho, Mr. Domingos Fernandeo",male,20,3rd,S,NA,3101307,7.01,0,0,no,132,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Cohen, Mr. Gurshon",male,18,3rd,S,England,3540,8.01,0,0,yes,245,16-30,1,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Colbert, Mr. Patrick",male,24,3rd,Q,Ireland,371109,7.05,0,0,no,1288,16-30,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,0,0
"Coleff, Mr. Satio",male,24,3rd,S,Bulgaria,349209,7.1711,0,0,no,515,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Coleridge, Mr. Reginald Charles",male,29,2nd,S,England,14263,10.1,0,0,no,243,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Collander, Mr. Erik Gustaf",male,27,2nd,S,Finland,248740,13,0,0,no,343,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Collett, Mr. Sidney Clarence Stuart",male,25,2nd,S,England,28034,10.1,0,0,yes,250,16-30,1,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Colley, Mr. Edward Pomeroy",male,37,1st,S,Ireland,5727,25.1109,0,0,no,663,31-45,2,E58,Passenger,0,"Southampton, England",Bridge E,0,0
"Collyer, Miss. Marjorie Lottie",female,8,2nd,S,England,31921,26.05,0,2,yes,252,0-15,2,G6,Passenger,1,"Southampton, England",Bridge G,0,1
"Collyer, Mr. Harvey",male,31,2nd,S,England,31921,26.05,1,1,no,638,31-45,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Collyer, Mrs. Charlotte Caroline",female,30,2nd,S,England,31921,26.05,1,1,yes,254,31-45,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Coltcheff, Mr. Peju",male,36,3rd,S,Bulgaria,349210,7.1711,0,0,no,255,31-45,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Compton, Miss. Sara Rebecca",female,39,1st,C,United States,17756,83.0302,1,1,yes,836,31-45,3,E49,Passenger,1,"Cherbourg, France",Bridge E,1,0
"Compton, Mr. Alexander Taylor jr",male,37,1st,C,United States,17756,83.0302,1,1,no,1073,31-45,3,E52,Passenger,0,"Cherbourg, France",Bridge E,0,0
"Compton, Mrs. Mary Eliza",female,64,1st,C,United States,17756,83.0302,0,2,yes,258,60+,3,B77,Passenger,1,"Cherbourg, France",Bridge B,1,0
"Conlin, Mr. Thomas Henry",male,31,3rd,Q,United States,21332,7.1408,0,0,no,259,31-45,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,1,1
"Connaughton, Mr. Michael",male,40,3rd,Q,Ireland,335097,7.15,0,0,no,260,31-45,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,1,1
"Connolly, Miss. Catherine",female,23,3rd,Q,Ireland,370373,7.15,0,0,yes,261,16-30,Minimum,No cabin found,Passenger,1,"Queenstown, England",No bridge found,0,1
"Connolly, Miss. Kate",female,41,3rd,Q,Ireland,330972,7.1207,0,0,no,290,31-45,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,1,1
"Connors, Mr. Patrick",male,66,3rd,Q,Ireland,370369,7.15,0,0,no,117,60+,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,0,0
"Cook, Mr. Jacob",male,43,3rd,S,NA,3536,8.01,0,0,no,669,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Cook, Mrs. Selena",female,22,2nd,S,England,14266,10.1,0,0,yes,265,16-30,1,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Corbett, Mrs. Irene",female,30,2nd,S,United States,237249,13,0,0,no,266,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Corey, Mrs. Mary Emma",female,32,2nd,S,NA,13534,21,0,0,no,267,31-45,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Cor, Mr. Bartol",male,35,3rd,S,Croatia (Modern),349230,7.1711,0,0,no,948,31-45,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Cor, Mr. Ivan",male,27,3rd,S,Hungary,349229,7.1711,0,0,no,1226,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Cor, Mr. Liudevit",male,19,3rd,S,Hungary,349231,7.1711,0,0,no,647,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Cornblatt, Mr. Harris",male,30,3rd,S,Poland,392090,8.01,0,0,no,271,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Cornell, Mrs. Malvina Helen",female,55,1st,S,United States,11770,25.141,2,0,yes,272,45-60,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Corr, Miss. Ellen",female,16,3rd,Q,Ireland,367231,7.15,0,0,yes,273,16-30,Minimum,No cabin found,Passenger,1,"Queenstown, England",No bridge found,1,0
"Cotterill, Mr. Henry",male,21,2nd,S,England,29107,11.1,0,0,no,274,16-30,1,C118,Passenger,0,"Southampton, England",Bridge C,0,0
"Coutts, Master. Neville Leslie",male,3,3rd,S,England,37671,15.18,1,1,yes,275,0-15,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Coutts, Master. William Loch",male,9,3rd,S,England,37671,15.18,1,1,yes,276,0-15,2,D7,Passenger,1,"Southampton, England",Bridge D,1,0
"Coutts, Mrs. Winnie",female,36,3rd,S,England,37671,15.18,0,2,yes,277,31-45,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Coxon, Mr. Daniel",male,58,3rd,S,England,364500,7.05,0,0,no,95,45-60,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Crafton, Mr. John Bertram",male,59,1st,S,United States,113791,26.11,0,0,no,1040,60+,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Crease, Mr. Ernest James",male,20,3rd,S,United States,3464,8.0302,0,0,no,68,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Cribb, Miss. Laura Mae",female,16,3rd,S,United States,371362,16.02,0,1,yes,281,16-30,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Cribb, Mr. John Hatfield",male,43,3rd,S,Australia,371362,16.02,0,1,no,161,31-45,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Crosby, Captain. Edward Gifford",male,70,1st,S,United States,5735,71,1,1,no,283,60+,3,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Crosby, Miss. Harriette Rebecca",female,39,1st,S,United States,112901,26.11,0,2,yes,284,31-45,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Crosby, Mrs. Catherine Elizabeth",female,64,1st,S,United States,5735,71,1,1,yes,285,60+,3,A19,Passenger,1,"Southampton, England",Bridge A,0,1
"Culumovic, Mr. Jeso",male,17,3rd,S,Croatia (Modern),315090,8.1303,0,0,no,845,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Cumings, Mr. John Bradley",male,39,1st,C,United States,17599,71.0508,1,0,no,1126,31-45,3,C85,Passenger,0,"Cherbourg, France",Bridge C,0,0
"Cumings, Mrs. Florence Briggs",female,35,1st,C,Peru,17599,71.0508,1,0,yes,288,31-45,3,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Cunningham, Mr. Alfred Fleming",male,22,2nd,B,Northern Ireland,239853,,0,0,no,414,16-30,#N/A,No cabin found,Passenger,0,Boarded elswhere,No bridge found,0,0
"Daher, Mr. Tannous",male,28,3rd,C,NA,2686,7.0407,0,0,no,290,16-30,Minimum,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,1,1
"Dahlberg, Miss. Gerda Ulrika",female,22,3rd,S,Sweden,7552,10.1004,0,0,no,883,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Dahl, Mr. Charles Edward",male,45,3rd,S,NA,7598,8.01,0,0,yes,292,45-60,1,B49,Passenger,1,"Southampton, England",Bridge B,1,0
"Dakic, Mr. Branko",male,19,3rd,S,NA,349228,10.0305,0,0,no,688,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Daly, Miss. Margaret Marcella",female,33,3rd,Q,Ireland,382650,6.19,0,0,yes,294,31-45,Minimum,No cabin found,Passenger,1,"Queenstown, England",No bridge found,0,1
"Daly, Mr. Eugene Patrick",male,29,3rd,Q,Ireland,382651,7.15,0,0,yes,511,31-45,Minimum,No cabin found,Passenger,1,"Queenstown, England",No bridge found,1,0
"Daly, Mr. Peter Dennis",male,51,1st,S,England,113055,26.11,0,0,yes,296,45-60,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Danbom, Master. Gilbert Sigvard Emanuel",male,0.3333333333,3rd,S,Sweden,347080,14.08,0,2,no,1093,0-15,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Danbom, Mr. Ernst Gilbert",male,34,3rd,S,Sweden,347080,14.08,1,1,no,617,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
